S. No.,Registration No,Pharmacy Name,District,Pranali,Prescription Type,Wholesale/Retail
1098,3.72052E+12,RS PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1099,3.72052E+12,SHANTI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1100,3.72052E+12,ILINA MEDICAL CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
1101,3.72052E+12,ROBIN PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1102,3.72052E+12,SHRI UDAYA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1103,3.72052E+12,ASHOK BINAYAK MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1104,3.72052E+12,MANAN PHARMACEUTICALS,Kathmandu,ALLOPATHY,"A,B,C",Retail
1105,3.72052E+12,BIBEK BISHESH PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1106,3.72052E+12,HIRAMED PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1107,3.72052E+12,OMNI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1108,3.72052E+12,RAYAMAJHI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1109,3.72052E+12,SAM PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1110,3.72052E+12,NAWA TARA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1111,3.72052E+12,HAQ MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1112,3.72052E+12,SAKURA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1113,3.72052E+12,GARIMA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1114,3.72052E+12,BALAJU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1115,3.72052E+12,OM SAI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1116,3.72052E+12,PRAMISHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1117,3.72052E+12,ASHWINI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1118,3.72052E+12,SHYARWA PHARMACO,Kathmandu,ALLOPATHY,"A,B,C",Retail
1119,3.72052E+12,KAPAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1120,3.72052E+12,TRAMA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1121,3.72052E+12,RESHA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1122,3.72052E+12,SAI SHANKAR MEDICAL STORE,Kathmandu,ALLOPATHY,"A,B,C",Retail
1123,3.72052E+12,GHISING PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1124,3.72052E+12,OM NAMA SHIVAYA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1125,3.72052E+12,ASHISH PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1126,3.72052E+12,RAJ B PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1127,3.72052E+12,MED LINE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1128,3.72052E+12,CandC PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1129,3.72052E+12,NAMRATA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1130,3.72052E+12,JEMS PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1131,3.72052E+12,SHUBHAKAMANA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1132,3.72052E+12,JARGA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1133,3.72052E+12,SUROJ MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1134,3.72052E+12,CHANDESHWOR SUBHANI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1135,3.72052E+12,SHAKYA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1136,3.72052E+12,SIDDHARTHA MEDI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1137,3.72052E+12,swastik medical hall,Kathmandu,ALLOPATHY,"A,B,C",Retail
1138,3.72052E+12,DINESH MAHARJAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1139,3.72052E+12,SHREERAMMEDI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1140,3.72052E+12,ASIA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1141,3.72052E+12,THANKOT MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1142,3.72052E+12,PAWAN PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1143,3.72052E+12,SAHAYOGI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1144,3.72052E+12,NAWA DURGA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1145,3.72052E+12,BHAIRAV MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1146,3.72052E+12,LUJA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1147,3.72052E+12,ASHISH MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1148,3.72052E+12,DANCHHI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1149,3.72052E+12,AASTHA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1150,3.72052E+12,DG PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1151,3.72052E+12,UGRATARA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1152,3.72052E+12,SINDHU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1153,3.72052E+12,ISHWORI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1154,3.72052E+12,RANJANA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1155,3.72052E+12,ABHISHEK PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1156,3.72052E+12,RIDDHI SIDDHI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1157,3.72052E+12,CHANDRA BROTHERS MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1158,3.72052E+12,CHAPALI MEDICINE CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
1159,3.72052E+12,CHAITYA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1160,3.72052E+12,SIAM PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1161,3.72052E+12,KRIPA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1162,3.72052E+12,NIL KAMAL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1163,3.72052E+12,NISHAN PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1164,3.72052E+12,PARAS PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1165,3.72052E+12,PRADHUMNA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1166,3.72052E+12,MAITI DEVI MEDICAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1167,3.72052E+12,Maiju Medical,Kathmandu,ALLOPATHY,"A,B,C",Retail
1168,3.72052E+12,SAI BABA AAUSHADHI PASAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1169,3.72052E+12,RAKSHYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1170,3.72052E+12,RIWAJ PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1171,3.72052E+12,SATKAR MEDICAL CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
1172,3.72052E+12,BIMALI MEDICAL PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1173,3.72052E+12,GAJURMUKHI MEDICAL HALL AND CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
1174,3.72052E+12,BALKHU MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1175,3.72052E+12,SURYA PRAKASH MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1176,3.72052E+12,BHUBANNESHWORI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1177,3.72052E+12,SP PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1178,3.72052E+12,APOLO MEDICAL CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
1179,3.72052E+12,NARAYANI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1180,3.72052E+12,SITARAM PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1181,3.72052E+12,KAMANA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1182,3.72052E+12,BINJU MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1183,3.72052E+12,SAMJHANA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1184,3.72052E+12,BINDHAWASINI MEDICAL STORE,Kathmandu,ALLOPATHY,"A,B,C",Retail
1185,3.72052E+12,PAL MEDICALS,Kathmandu,ALLOPATHY,"A,B,C",Retail
1186,3.72052E+12,FRIENDSHIP PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1187,3.72052E+12,KANTIPUR MEDICAL CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
1188,3.72052E+12,NH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1189,3.72052E+12,BUDDHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1190,3.72052E+12,SHRI SAI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1191,3.72052E+12,HIM SHRINGKHALA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1192,3.72052E+12,MOON LIGHT PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1193,3.72052E+12,WEL COME PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1194,3.72052E+12,GREEN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1195,3.72052E+12,SHIKSHAN PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1196,3.72052E+12,NEW SIDDHARTHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1197,3.72052E+12,VARITY DRUG HOUSE,Kathmandu,ALLOPATHY,"A,B,C",Retail
1198,3.72052E+12,KUNWAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1199,3.72052E+12,SOALTEE MODE PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1200,3.72052E+12,LAXMIPUR MEDICAL STORE,Kathmandu,ALLOPATHY,"A,B,C",Retail
1201,3.72052E+12,ARUN MEDICAL CENTRE,Kathmandu,ALLOPATHY,"A,B,C",Retail
1202,3.72052E+12,KRITI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1203,3.72052E+12,RINESH PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1204,3.72052E+12,OM MEDICINE CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
1205,3.72052E+12,ILAIT PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1206,3.72052E+12,CARE PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1207,3.72052E+12,BAGH BHAIRAV MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1208,3.72052E+12,BARSHA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1209,3.72052E+12,MELIN MEDICAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1210,3.72052E+12,NEW AMAR MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1211,3.72052E+12,LAXMI MEDICINE STORE,Kathmandu,ALLOPATHY,"A,B,C",Retail
1212,3.72052E+12,NIROG PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1213,3.72052E+12,OM MEDICO,Kathmandu,ALLOPATHY,"A,B,C",Retail
1214,3.72052E+12,GOKARNESHWOR MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1215,3.72052E+12,AMUL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1216,3.72052E+12,BI RAJ PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1217,3.72052E+12,PURNIMA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1218,3.72052E+12,SEWA SADAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1219,3.72052E+12,RANJANA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1220,3.72052E+12,PAWAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1221,3.72052E+12,BANIYA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1222,3.72052E+12,RK PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1223,3.72052E+12,INDRA MEDICAL HALL AND POLYCLINIC Pvt Ltd PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
1224,3.72052E+12,SEWAK PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1225,3.72052E+12,TRISHULI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1226,3.72052E+12,PRASHWAS MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1227,3.72052E+12,NILKANTHA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1228,3.72052E+12,KALANKI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1229,3.72052E+12,KRITIPUR MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1230,3.72052E+12,SM PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1231,3.72052E+12,BOUDDHA STUPA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1232,3.72052E+12,INDRAYANI AAUSHADHALAYA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1233,3.72052E+12,UPAKAR SEWA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1234,3.72052E+12,THAPA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1235,3.72052E+12,SABHYATA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1236,3.72052E+12,PUJA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1237,3.72052E+12,P M MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1238,3.72052E+12,JYOTI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1239,3.72052E+12,BAJRA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1240,3.72052E+12,DIPIN MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1241,3.72052E+12,KDR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1242,3.72052E+12,NEW SUSHIL MEDICINE CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
1243,3.72052E+12,JAGADOL PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1244,3.72052E+12,JYOTI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1245,3.72052E+12,BUDDHA AAUSHADHALAYA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1246,3.72052E+12,KANTI BHAIRAV PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1247,3.72052E+12,KOMAL PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1248,3.72052E+12,GANGALAL PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1249,3.72052E+12,AMRIT MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1250,3.72052E+12,BHIM MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1251,3.72052E+12,BUDDHA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1252,3.72052E+12,SHESH NARAYAN MEDICAL HALL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
1253,3.72052E+12,GANGA MEDICAL STORES,Kathmandu,ALLOPATHY,"A,B,C",Retail
1254,3.72052E+12,NILAM AAUSHADHI GHAR,Kathmandu,ALLOPATHY,"A,B,C",Retail
1255,3.72052E+12,NEW BOUDDHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1256,3.72052E+12,OM MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1257,3.72052E+12,RAJBHANDARI MEDICAL CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
1258,3.72052E+12,NEW HOSPITAL PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1259,3.72052E+12,SHRI RAM PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1260,3.72052E+12,KANKESHWORI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1261,3.72052E+12,MAHALAXMI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1262,3.72052E+12,PASHUPATI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1263,3.72052E+12,RABI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1264,3.72052E+12,KOTESHWOR MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1265,3.72052E+12,SIDDHI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1266,3.72052E+12,JAYA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1267,3.72052E+12,CHITRA GUPT PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1268,3.72052E+12,KUSHAL DRUG DISTRIBUTORS,Kathmandu,ALLOPATHY,"A,B,C",Retail
1269,3.72052E+12,MILLENNIUAM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1270,3.72052E+12,INDU MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1271,3.72052E+12,SURYODAYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1272,3.72052E+12,JAYDAS DIL WASA PASA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1273,3.72052E+12,SINGH MEDICINE DISTRIBUTORS,Kathmandu,ALLOPATHY,"A,B,C",Retail
1274,3.72052E+12,JAYA JOR GANESH PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1275,3.72052E+12,KSHITIJ MEDICAL STORE,Kathmandu,ALLOPATHY,"A,B,C",Retail
1276,3.72052E+12,KB PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1277,3.72052E+12,ABHIKO PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1278,3.72052E+12,SMRITI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1279,3.72052E+12,BALEWA MEDICO PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1280,3.72052E+12,EAST AND WEST MEDICINE CONCERN,Kathmandu,ALLOPATHY,"A,B,C",Retail
1281,3.72052E+12,ZINEX PHARMACEUTICAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1282,3.72052E+12,SAMRAT PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1283,3.72052E+12,JOSHI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1284,3.72052E+12,SHIVA SHEKHAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1285,3.72052E+12,RIJAL AAUSHADHI PASAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1286,3.72052E+12,JESHAN MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1287,3.72052E+12,CHAMATI WASA PASA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1288,3.72052E+12,aaron Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1289,3.72052E+12,BHIMSEN PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1290,3.72052E+12,PASHCHIM GORAKHAKALI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1291,3.72052E+12,MONIKA AND MANISH MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1292,3.72052E+12,RAJ PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1293,3.72052E+12,POKHARA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1294,3.72052E+12,GUNA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1295,3.72052E+12,BAGUWA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1296,3.72052E+12,BASANTA AAUSHADHI PASAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1297,3.72052E+12,PRATIGYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1298,3.72052E+12,RITISHA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1299,3.72052E+12,CHHATKULI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1300,3.72052E+12,JEEVAN SEWA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1301,3.72052E+12,ACHARYA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1302,3.72052E+12,SHRESTHA GANESH MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1303,3.72052E+12,GAURI SHANKAR AAUSHADHI PASAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1304,3.72052E+12,CENTURY PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1305,3.72052E+12,OM SHANTI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1306,3.72052E+12,OM PASHUPATI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1307,3.72052E+12,SIDDHARTHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1308,3.72052E+12,BIPIN PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1309,3.72052E+12,SAI NANGLO PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1310,3.72052E+12,BIBEK PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1311,3.72052E+12,AYAM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1312,3.72053E+12,MediServ Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1313,3.72053E+12,sideshwor medical hall,Kathmandu,ALLOPATHY,"A,B,C",Retail
1314,3.72053E+12,Suvha Health Care pvt ltd,Kathmandu,ALLOPATHY,"A,B,C",Retail
1315,3.72053E+12,luna pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1316,3.72053E+12,HR pharma pvt ltd pharmacy unit,Kathmandu,ALLOPATHY,"A,B,C",Retail
1317,3.7206E+12,Tapashil Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1318,3.72061E+12,Panas Dental Hospital Pvt Ltd Pharmacy Unit,Kathmandu,ALLOPATHY,"A,B,C",Retail
1319,3.72061E+12,Prashansa pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1320,3.72061E+12,help line pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1321,3.72061E+12,MEDIMART PHARMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
1322,3.72062E+12,Aojaswi Medico Home,Kathmandu,ALLOPATHY,"A,B,C",Retail
1323,3.72072E+12,World Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1324,3.72072E+12,chamundeshwori pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1325,3.72072E+12,SAROVAR PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
1326,3.72072E+12,Madhu pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1327,3.7208E+12,simjung,Kathmandu,ALLOPATHY,"A,B,C",Retail
1328,3.7208E+12,starlight pharma,Kathmandu,ALLOPATHY,"A,B,C",Retail
1329,3.72081E+12,HIGH VISION MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1330,3.72081E+12,PATHAK SWASTHYA SEWA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
1331,3.72081E+12,Ganpati Medical Hall,Kathmandu,ALLOPATHY,"A,B,C",Retail
1332,3.72081E+12,Maharajgunj Skin Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1333,3.72081E+12,Sikhshya Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1334,3.72082E+12,Sherawali Polyclinic Pvt Ltd pharmacy unit,Kathmandu,ALLOPATHY,"A,B,C",Retail
1335,3.72082E+12,manabta pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1336,3.72082E+12,Avilasha Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1337,3.72082E+12,medhabi pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1338,3.72082E+12,Parthavi Medical,Kathmandu,ALLOPATHY,"A,B,C",Retail
1339,3.72083E+12,saarabi pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1340,3.72083E+12,anmol jeevan medical hall,Kathmandu,ALLOPATHY,"A,B,C",Retail
1341,3.7209E+12,Kalinchowk pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1342,3.72091E+12,Panta Pharma House,Kathmandu,ALLOPATHY,"A,B,C",Retail
1343,3.72091E+12,Sarbashrestha Pharma,Kathmandu,ALLOPATHY,"A,B,C",Retail
1344,3.72092E+12,Agosu Pharma,Kathmandu,ALLOPATHY,"A,B,C",Retail
1345,3.72092E+12,suswasthe pharma,Kathmandu,ALLOPATHY,"A,B,C",Retail
1346,3.72092E+12,Sesmati Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1347,3.72092E+12,Primeplus Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1348,3.72092E+12,MEDIOM Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1349,3.72092E+12,LEKHARSAVA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
1350,3.72092E+12,rudreshwor medical hall,Kathmandu,ALLOPATHY,"A,B,C",Retail
1351,3.72092E+12,wellness health pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1352,3.72092E+12,SANSKRIT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
1353,3.72092E+12,Ankur Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1354,3.72092E+12,Alvin Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1355,3.72092E+12,Bhumiraj Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1356,3.72093E+12,suncity pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1357,3.72093E+12,Shankarapur Hospital Pvt Ltd Pharmacy Unit,Kathmandu,ALLOPATHY,"A,B,C",Retail
1358,3.721E+12,Rudreshwor Medical Hall,Kathmandu,ALLOPATHY,"A,B,C",Retail
1359,3.721E+12,diabetes thyroid and heart centre nepal pvt ltd pharmacy unit,Kathmandu,ALLOPATHY,"A,B,C",Retail
1360,3.72101E+12,Aashirwad Medical Hall,Kathmandu,ALLOPATHY,"A,B,C",Retail
1361,3.72101E+12,Sisne Pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
1362,3.72101E+12,ABHIBHAWAK MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
